date,price
1988-01-19,22898.169921875
1988-01-20,22843.140625
1988-01-21,22710.259765625
1988-01-22,22876.580078125
1988-01-25,23318.400390625
1988-01-26,23498.759765625
1988-01-27,23335.91015625
1988-01-28,23587.25
1988-01-29,23622.3203125
1988-02-01,23732.3203125
1988-02-02,23672.2109375
1988-02-03,23595.369140625
1988-02-04,23709.099609375
1988-02-05,23650.80078125
1988-02-08,23771.599609375
1988-02-09,23662.26953125
1988-02-10,23771.880859375
1988-02-12,23981.939453125
1988-02-15,24207.470703125
1988-02-16,24345.66015625
1988-02-17,24429.94921875
1988-02-18,24675.359375
1988-02-19,24773.41015625
1988-02-22,24846.7109375
1988-02-23,24949.44921875
1988-02-24,24968.650390625
1988-02-25,25100.66015625
1988-02-26,25165.1796875
1988-02-29,25242.810546875
1988-03-01,25435.900390625
1988-03-02,25682.8203125
1988-03-03,25596.310546875
1988-03-04,25615.619140625
1988-03-07,25616.580078125
1988-03-08,25465.73046875
1988-03-09,25605.390625
1988-03-10,25617.8203125
1988-03-11,25543.73046875
1988-03-14,25433.509765625
1988-03-15,25475.669921875
1988-03-16,25704.4296875
1988-03-17,25872.2890625
1988-03-18,25966.259765625
1988-03-22,25842.75
1988-03-23,25895.23046875
1988-03-24,25781.279296875
1988-03-25,25626.7109375
1988-03-28,25622.7109375
1988-03-29,25953.08984375
1988-03-30,26320.0703125
1988-03-31,26260.259765625
1988-04-01,26104.220703125
1988-04-04,26335.2890625
1988-04-05,26315.349609375
1988-04-06,26511.169921875
1988-04-07,26769.220703125
1988-04-08,26748.890625
1988-04-11,26924.869140625
1988-04-12,26930.83984375
1988-04-13,26985.55078125
1988-04-14,27111.349609375
1988-04-15,26893.5703125
1988-04-18,26671.44921875
1988-04-19,26657.0
1988-04-20,26864.08984375
1988-04-21,26828.16015625
1988-04-22,26837.119140625
1988-04-25,27213.44921875
1988-04-26,27246.76953125
1988-04-27,27191.970703125
1988-04-28,27434.119140625
1988-05-02,27669.720703125
1988-05-06,27534.390625
1988-05-09,27264.30078125
1988-05-10,27412.25
1988-05-11,27161.05078125
1988-05-12,27212.580078125
1988-05-13,27468.310546875
1988-05-16,27759.869140625
1988-05-17,27819.98046875
1988-05-18,27767.580078125
1988-05-19,27373.240234375
1988-05-20,27393.849609375
1988-05-23,27249.759765625
1988-05-24,27312.66015625
1988-05-25,27443.650390625
1988-05-26,27428.240234375
1988-05-27,27290.490234375
1988-05-30,27223.099609375
1988-05-31,27416.69921875
1988-06-01,27703.91015625
1988-06-02,27869.359375
1988-06-03,27821.5390625
1988-06-06,27996.240234375
1988-06-07,27967.3203125
1988-06-08,27912.650390625
1988-06-09,28072.01953125
1988-06-10,27920.359375
1988-06-13,28036.5390625
1988-06-14,28061.80078125
1988-06-15,28093.51953125
1988-06-16,28147.3203125
1988-06-17,28342.4609375
1988-06-20,28139.029296875
1988-06-21,27925.5703125
1988-06-22,27860.779296875
1988-06-23,27732.9296875
1988-06-24,27750.390625
1988-06-27,27435.009765625
1988-06-28,27398.08984375
1988-06-29,27607.330078125
1988-06-30,27769.400390625
1988-07-01,27503.529296875
1988-07-04,27360.390625
1988-07-05,27577.169921875
1988-07-06,27766.599609375
1988-07-07,27728.130859375
1988-07-08,27917.080078125
1988-07-11,27985.990234375
1988-07-12,28099.83984375
1988-07-13,28020.099609375
1988-07-14,28084.080078125
1988-07-15,27913.7890625
1988-07-18,27662.119140625
1988-07-19,27149.029296875
1988-07-20,27553.98046875
1988-07-21,27676.140625
1988-07-22,27285.009765625
1988-07-25,27183.529296875
1988-07-26,27303.759765625
1988-07-27,27738.5703125
1988-07-28,27796.08984375
1988-07-29,27911.630859375
1988-08-01,28326.310546875
1988-08-02,28366.330078125
