date,price
1991-01-30,23409.609375
1991-01-31,23293.140625
1991-02-01,23156.69921875
1991-02-04,23287.359375
1991-02-05,23821.5703125
1991-02-06,23952.0390625
1991-02-07,24104.4296875
1991-02-08,24296.080078125
1991-02-12,24935.009765625
1991-02-13,25139.470703125
1991-02-14,25356.369140625
1991-02-15,25343.740234375
1991-02-18,26230.009765625
1991-02-19,26166.98046875
1991-02-20,26198.7890625
1991-02-21,26024.369140625
1991-02-22,25902.810546875
1991-02-25,26462.759765625
1991-02-26,26282.9609375
1991-02-27,26094.25
1991-02-28,26409.220703125
1991-03-01,25881.5703125
1991-03-04,25976.01953125
1991-03-05,25913.48046875
1991-03-06,26382.990234375
1991-03-07,26397.9609375
1991-03-08,26607.51953125
1991-03-11,26669.369140625
1991-03-12,26727.419921875
1991-03-13,26418.3203125
1991-03-14,26542.330078125
1991-03-15,26843.099609375
1991-03-18,27146.91015625
1991-03-19,27006.66015625
1991-03-20,26449.349609375
1991-03-22,26613.189453125
1991-03-25,26645.7890625
1991-03-26,26339.380859375
1991-03-27,26104.650390625
1991-03-28,26206.919921875
1991-03-29,26292.0390625
1991-04-01,26007.400390625
1991-04-02,26252.0
1991-04-03,26780.060546875
1991-04-04,26689.810546875
1991-04-05,26767.330078125
1991-04-08,26607.650390625
1991-04-09,26317.390625
1991-04-10,26268.859375
1991-04-11,26425.189453125
1991-04-12,26582.5
1991-04-15,26695.529296875
1991-04-16,26813.30078125
1991-04-17,26980.369140625
1991-04-18,26798.900390625
1991-04-19,26541.970703125
1991-04-22,26237.009765625
1991-04-23,26491.5703125
1991-04-24,26330.2109375
1991-04-25,26038.859375
1991-04-26,26123.6796875
1991-04-30,26111.25
1991-05-01,26489.0
1991-05-02,26477.859375
1991-05-07,26342.140625
1991-05-08,26309.7890625
1991-05-09,26438.5
1991-05-10,26274.2890625
1991-05-13,26093.19921875
1991-05-14,26030.080078125
1991-05-15,25822.470703125
1991-05-16,25520.26953125
1991-05-17,25701.939453125
1991-05-20,25523.029296875
1991-05-21,25481.2109375
1991-05-22,25398.66015625
1991-05-23,25643.650390625
1991-05-24,25529.140625
1991-05-27,25425.880859375
1991-05-28,25390.669921875
1991-05-29,25495.41015625
1991-05-30,25647.400390625
1991-05-31,25789.619140625
1991-06-03,25912.609375
1991-06-04,25556.859375
1991-06-05,25289.5703125
1991-06-06,24984.119140625
1991-06-07,25035.109375
1991-06-10,24598.380859375
1991-06-11,24662.58984375
1991-06-12,24482.689453125
1991-06-13,24808.169921875
1991-06-14,25093.890625
1991-06-17,24943.08984375
1991-06-18,24685.470703125
1991-06-19,23996.75
1991-06-20,24082.259765625
1991-06-21,24275.080078125
1991-06-24,23765.4609375
1991-06-25,23907.419921875
1991-06-26,23766.380859375
1991-06-27,23543.029296875
1991-06-28,23290.9609375
1991-07-01,24108.759765625
1991-07-02,23995.759765625
1991-07-03,23373.470703125
1991-07-04,23135.609375
1991-07-05,22898.33984375
1991-07-08,22176.169921875
1991-07-09,22608.9609375
1991-07-10,23121.30078125
1991-07-11,22937.919921875
1991-07-12,23137.779296875
1991-07-15,23459.0390625
1991-07-16,23375.150390625
1991-07-17,23060.69921875
1991-07-18,22908.7109375
1991-07-19,22866.359375
1991-07-22,22705.2890625
1991-07-23,22758.98046875
1991-07-24,23297.470703125
1991-07-25,23332.7109375
1991-07-26,23519.0703125
1991-07-29,23443.580078125
1991-07-30,23872.630859375
1991-07-31,24120.75
1991-08-01,24072.73046875
1991-08-02,24027.970703125
1991-08-05,23833.25
1991-08-06,23464.9609375
1991-08-07,23691.01953125
1991-08-08,23482.4609375
1991-08-09,23434.619140625
1991-08-12,22985.669921875
1991-08-13,22872.0
1991-08-14,23393.30078125
1991-08-15,23018.6796875
1991-08-16,22814.369140625
1991-08-19,21456.759765625
1991-08-20,21687.060546875
1991-08-21,22051.599609375
1991-08-22,22515.76953125
1991-08-23,22065.33984375
1991-08-26,21592.26953125
1991-08-27,21641.30078125
1991-08-28,21621.630859375
1991-08-29,22002.169921875
1991-08-30,22335.869140625
1991-09-02,22469.009765625
1991-09-03,22469.80078125
1991-09-04,22402.689453125
1991-09-05,22499.650390625
1991-09-06,22692.599609375
1991-09-09,22573.98046875
1991-09-10,22411.580078125
1991-09-11,22504.7890625
1991-09-12,22530.19921875
1991-09-13,23134.4296875
1991-09-17,23443.609375
1991-09-18,23317.779296875
1991-09-19,23332.310546875
1991-09-20,23192.740234375
1991-09-24,23333.69921875
1991-09-25,23577.419921875
1991-09-26,23968.080078125
1991-09-27,23969.470703125
1991-09-30,23916.439453125
1991-10-01,24377.009765625
1991-10-02,24375.109375
1991-10-03,24711.439453125
1991-10-04,24596.900390625
1991-10-07,24330.830078125
1991-10-08,24155.619140625
1991-10-09,24485.259765625
1991-10-11,24157.720703125
1991-10-14,23860.669921875
1991-10-15,24307.650390625
1991-10-16,24334.669921875
1991-10-17,24439.849609375
1991-10-18,24894.8203125
1991-10-21,25016.810546875
1991-10-22,24954.66015625
1991-10-23,24799.939453125
1991-10-24,24949.259765625
1991-10-25,24906.4296875
1991-10-28,24901.720703125
1991-10-29,25140.609375
1991-10-30,24981.1796875
1991-10-31,25222.279296875
1991-11-01,25044.240234375
1991-11-05,24950.859375
1991-11-06,24750.19921875
1991-11-07,24446.759765625
1991-11-08,24486.490234375
1991-11-11,24232.990234375
1991-11-12,24667.73046875
1991-11-13,24416.23046875
1991-11-14,24176.5390625
1991-11-15,24099.1796875
1991-11-18,23400.119140625
1991-11-19,23326.859375
1991-11-20,23199.859375
1991-11-21,23177.83984375
1991-11-22,23117.390625
1991-11-25,22868.689453125
1991-11-26,23112.08984375
1991-11-27,22973.279296875
1991-11-28,22780.419921875
1991-11-29,22687.349609375
1991-12-02,21992.2890625
1991-12-03,22166.830078125
1991-12-04,22669.439453125
1991-12-05,22459.169921875
1991-12-06,22445.060546875
1991-12-09,22352.880859375
1991-12-10,21953.060546875
1991-12-11,21502.900390625
1991-12-12,21712.5703125
1991-12-13,22754.900390625
1991-12-16,22836.669921875
1991-12-17,22736.2890625
1991-12-18,22629.900390625
1991-12-19,21991.189453125
1991-12-20,21777.119140625
1991-12-24,21664.529296875
1991-12-25,22461.169921875
1991-12-26,22555.0703125
1991-12-27,22437.3203125
1991-12-30,22983.76953125
